id,name,tags,is_featured,order,icon_image,parent_topic,hadith_urns
154,"Detestable acts in prayer","",0,1,"",127.0,""
155,"The acts that invalidate the prayer","",0,1,"",127.0,""
156,"Continuing prayer after interruption","",0,1,"",127.0,""
157,"Those whose prayers will not be accepted","",0,1,"",127.0,""
158,"Rulings on prayer","",0,1,"",127.0,""
159,"Making Up Missed Prayers","",0,1,"",127.0,""
160,"Shortening prayers while traveling","",0,1,"",127.0,""
161,"Combining The Two Prayers","",0,1,"",127.0,""
162,"Sahw (forgetfulness) in prayer","",0,1,"",127.0,""
163,"Salat al-jama'ah (Congregational Prayer)","",0,1,"",127.0,""
164,"Jumu’ah prayer","",0,1,"",127.0,""
165,"Eid Prayers","",0,1,"",127.0,""
166,"Nafl (voluntary/Optional) prayer","",0,1,"",127.0,""
167,"Qunut (Supplication) in prayer ","",0,1,"",127.0,""
168,"The Fear Prayer","",0,1,"",127.0,""
169,"Salat Al Khusoof And Kusuf (Lunar And Solar Eclipse Prayers)","",0,1,"",127.0,""
170,"Salaat al-istisqa (Prayer for rain)","",0,1,"",127.0,""
171,Funerals,"",0,1,"",127.0,""
172,"Sujud al-Shukr (Prostration of thanksgiving)","",0,1,"",127.0,""
173,"Sujud Tilawa (prostration of recitation)","",0,1,"",127.0,""
174,"Sujud An-Nawazil (Prostrating At Times Of Calamities)","",0,1,"",127.0,""
175,"Mosques and Places of Prayers","",0,1,"",127.0,""
176,"The imposition of zakat","",0,1,"",128.0,""
177,"Who does not pay Zakat","",0,1,"",128.0,""
178,"The wisdom behind the legality of zakat","",0,1,"",128.0,""
179,"The question on Zakat","",0,1,"",128.0,""
180,"Paying Zakat","",0,1,"",128.0,""
181,"Conditions for Zakat","",0,1,"",128.0,""
182,"Collection of Zakat","",0,1,"",128.0,""
183,"Types of zakat","",0,1,"",128.0,""
184,"What is not obligatory for zakat","",0,1,"",128.0,""
185,"Categories of spending Zakat","",0,1,"",128.0,""
186,"Who is not eligible for Zakat?","",0,1,"",128.0,""
187,"The trick to get out of paying Zakat","",0,1,"",128.0,""
188,"Measures and weights of Zakat","",0,1,"",128.0,""
189,"Zakat al-Fitr","",0,1,"",128.0,""
190,"Nafl/optional charity","",0,1,"",128.0,""
191,"Fasting of previous nations","",0,1,"",129.0,""
192,"The virtue of (Siyam) fasting","",0,1,"",129.0,""
193,"The duty of fasting","",0,1,"",129.0,""
194,"The month of Ramadan","",0,1,"",129.0,""
195,"The pillars of fasting","",0,1,"",129.0,""
196,"The Obligation of Fasting","",0,1,"",129.0,""
197,"Mustahabb of Fasting","",0,1,"",129.0,""
198,"Permissible acts of Fasting","",0,1,"",129.0,""
199,"Disliked Matters during Fasting","",0,1,"",129.0,""
200,"The prohibition of fasting","",0,1,"",129.0,""
201,"Reasons for breaking and not breaking the fasting","",0,1,"",129.0,""
202,"Make Up For Missed Fastِing","",0,1,"",129.0,""
203,"al-fitr (fast-breaking)","",0,1,"",129.0,""
204,"Those who are allowed to break their fast","",0,1,"",129.0,""
205,"The expiation for breaking the fast in Ramadan","",0,1,"",129.0,""
206,"Nafl Siyam (optional fasting)","",0,1,"",129.0,""
207,"The questions on Fasting","",0,1,"",129.0,""
208,"i‘tikaaf","",0,1,"",129.0,""
209,Hajj,"",0,1,"",130.0,""
210,Umrah,"",0,1,"",130.0,""
211,"What has been related about the virtue of Dua","",0,1,"",131.0,""
212,"The recommended duas","",0,1,"",131.0,""
213,"Dua of the Prophet ﷺ","",0,1,"",131.0,""
214,"Dua of the prophet ﷺ for his Nation","",0,1,"",131.0,""
215,"Dua of the prophet ﷺ for Muslims","",0,1,"",131.0,""
216,"Dua of the prophet ﷺ for his Companions (﵁)","",0,1,"",131.0,""
217,"Dua when affected by magic","",0,1,"",131.0,""
218,"Acceptance of the Dua of the Prophet ﷺ","",0,1,"",131.0,""
219,"Dua through the virtues of the Prophet","",0,1,"",131.0,""
220,"Those whose Dua is accepted","",0,1,"",131.0,""
221,"Those whose Dua is not accepted","",0,1,"",131.0,""
222,"Ways to accept Dua","",0,1,"",131.0,""
223,"Times When Dua Is Accepted","",0,1,"",131.0,""
224,"Places Where Dua is Accepted","",0,1,"",131.0,""
225,"The Etiquette of Making Dua","",0,1,"",131.0,""
226,"The prohibitions in the Dua","",0,1,"",131.0,""
227,"Duas From the Quran","",0,1,"",131.0,""
228,"What has been related about the virtue of Zikr (Remembrance of Allah)","",0,1,"",131.0,""
229,"The benefits of Zikr","",0,1,"",131.0,""
230,"Virtues of meetings of Zikr ","",0,1,"",131.0,""
231,"Types of Zikr","",0,1,"",131.0,""
232,"Times of Zikr","",0,1,"",131.0,""
233,"Etiquettes of Zikr","",0,1,"",131.0,""
234,"The questions on Zikr","",0,1,"",131.0,""
235,"Istighfar (Seeking forgiveness)","",0,1,"",131.0,""
236,"(Tawbah) Repentance","",0,1,"",131.0,""
237,Oaths,"",0,1,"",132.0,""
238,"Vows (Nadhr)","",0,1,"",132.0,""
244,"Business and Financial Transactions","",0,1,"",240.0,""
245,"Financial Options in Islamic","",0,1,"",240.0,""
246,"Payment in Advance","",0,1,"",240.0,""
247,Debts,"",0,1,"",240.0,""
248,"Riba (Interest)","",0,1,"",240.0,""
249,"Ijarah (Leasing)","",0,1,"",240.0,""
250,"Mudarabah (Passive partnership contract)","",0,1,"",240.0,""
251,Partnerships,"",0,1,"",240.0,""
252,"Pre-emption in Property","",0,1,"",240.0,""
253,Representation,"",0,1,"",240.0,""
254,"Contract Farming (lease) [Agriculture]","",0,1,"",240.0,""
255,Allocation,"",0,1,"",240.0,""
256,"Musaqah (Sharecropping)","",0,1,"",240.0,""
257,"al-Ghasab (Seizing by force)","",0,1,"",240.0,""
258,"Destruction of property","",0,1,"",240.0,""
259,Mortgagee,"",0,1,"",240.0,""
260,Donations,"",0,1,"",240.0,""
261,"Items Placed In Trust","",0,1,"",240.0,""
262,"Lost Property & Illegitimate Children","",0,1,"",240.0,""
263,Preventing,"",0,1,"",240.0,""
264,"Transference of a Debt from One Person to Another","",0,1,"",240.0,""
265,Guaranty,"",0,1,"",240.0,""
266,"Letting Someone Off","",0,1,"",240.0,""
267,Conditions,"",0,1,"",241.0,""
268,"Food and Drink","",0,1,"",241.0,""
269,"Clothing and adornment","",0,1,"",241.0,""
270,"Hunting and Slaughtering","",0,1,"",241.0,""
271,"Udhiyah (Sacrifices) and Aqeeqah","",0,1,"",241.0,""
272,"Permissible and not permissible in entertainment","",0,1,"",241.0,""
273,"Drawing lots (Qura)","",0,1,"",241.0,""
274,Marriage,"",0,1,"",242.0,""
275,Divorce,"",0,1,"",242.0,""
276,"Taking the wife back","",0,1,"",242.0,""
277,"Khul‘(Redemption)","",0,1,"",242.0,""
278,Zihar,"",0,1,"",242.0,""
279,"Li'an","",0,1,"",242.0,""
280,"Iddah and Istibra","",0,1,"",242.0,""
281,Breastfeeding,"",0,1,"",242.0,""
282,"Custody (Al-Hidanah)","",0,1,"",242.0,""
283,Inharitance,"",0,1,"",242.0,""
284,"Family related rights","",0,1,"",242.0,""
285,"The necessity of the unity","",0,1,"",243.0,""
286,Neighbours,"",0,1,"",243.0,""
287,"Rights of the Road","",0,1,"",243.0,""
288,"Construction and Housing","",0,1,"",243.0,""
289,"The Rights of the Slaves","",0,1,"",243.0,""
301,"The ruler","",0,1,"",291.0,""
302,"The ruled","",0,1,"",291.0,""
303,"legitimacy of the Judiciary","",0,1,"",292.0,""
304,"Avoiding being appointed as a judge","",0,1,"",292.0,""
305,"Prohibition of judging by anything other than what Allah has revealed","",0,1,"",292.0,""
306,"Request to take over the judiciary","",0,1,"",292.0,""
307,"Selection of judges","",0,1,"",292.0,""
308,"The Rules of judging","",0,1,"",292.0,""
309,"Place of judging","",0,1,"",292.0,""
310,"Judging according to the Book of Allah","",0,1,"",292.0,""
311,"Judging according to the Sunnah of the Prophet ﷺ","",0,1,"",292.0,""
312,"The permissibility of Ijtihad in the life of the Prophet ﷺ","",0,1,"",292.0,""
313,"Judge by opinion","",0,1,"",292.0,""
314,"Accepting judgment by honest people","",0,1,"",292.0,""
315,"Judging the people of Dhimmi","",0,1,"",292.0,""
316,"Some questions about judgment","",0,1,"",292.0,""
317,"Giving judgment","",0,1,"",292.0,""
318,"The disputing parties","",0,1,"",292.0,""
319,"False claim","",0,1,"",293.0,""
320,"Oath against the defendant","",0,1,"",293.0,""
321,"Evidence against the defendant","",0,1,"",293.0,""
322,"Oath of the Ahle Kitab","",0,1,"",293.0,""
323,"The legitimacy of reconciliation of the disputing parties","",0,1,"",294.0,""
324,"Conditions of reconciliation of the disputing parties","",0,1,"",294.0,""
325,"Encouragement to witness","",0,1,"",295.0,""
326,"Witness without permission","",0,1,"",295.0,""
327,"Qualities of witnesses","",0,1,"",295.0,""
328,"The prohibition of concealment of witness","",0,1,"",295.0,""
329,"Whose witness is not admissible","",0,1,"",295.0,""
330,"Acceptable witnesses","",0,1,"",295.0,""
331,"Forbidden witness","",0,1,"",295.0,""
332,"Matters of witness","",0,1,"",295.0,""
333,"Change the witness","",0,1,"",295.0,""
334,"Verification the witness","",0,1,"",295.0,""
335,"Oaths before giving testimony","",0,1,"",295.0,""
336,"Recommendation of witnesses","",0,1,"",295.0,""
337,"The Testimony of Women","",0,1,"",295.0,""
338,"The Testimony of Ahle Kitab","",0,1,"",295.0,""
339,"The believers are the witnesses of Allah on the earth","",0,1,"",295.0,""
340,"Seeking witness","",0,1,"",295.0,""
341,"Oaths in testimony","",0,1,"",295.0,""
342,"Zina (adultery)","",0,1,"",296.0,""
343,Stealing,"",0,1,"",296.0,""
344,"Drinking alcohol","",0,1,"",296.0,""
345,Apostasy,"",0,1,"",296.0,""
346,Slander,"",0,1,"",296.0,""
347,Robbery,"",0,1,"",296.0,""
348,"Tazir (discretionary punishment)","",0,1,"",296.0,""
349,"Questions about Hudud (Punishment)","",0,1,"",296.0,""
350,Felonies,"",0,1,"",297.0,""
351,Blood-money,"",0,1,"",297.0,""
352,"Intention of Jihad","",0,1,"",298.0,""
353,"Shaheed (martyr)","",0,1,"",298.0,""
354,"Those who are real martyrs","",0,1,"",298.0,""
355,"The superiority of Jihad and Mujahid","",0,1,"",298.0,""
356,"The virtue of being wounded in the Jihad","",0,1,"",298.0,""
357,"The sanctity of the wives of the Mujahid","",0,1,"",298.0,""
358,"The superiority of the person who has taken good care of Gazi","",0,1,"",298.0,""
359,"The virtue of bidding farewell to the Mujahid","",0,1,"",298.0,""
360,"The sin of the person who betrays the Gazi","",0,1,"",298.0,""
361,"Ruling on jihad","",0,1,"",298.0,""
362,"Kinds of jihad","",0,1,"",298.0,""
363,"Sections of Jihad","",0,1,"",298.0,""
364,"Qualities of Mujahid","",0,1,"",298.0,""
365,Victory,"",0,1,"",298.0,""
366,"Teachings of the Prophet ﷺ in the War","",0,1,"",298.0,""
367,"Fai (booty)","",0,1,"",298.0,""
368,"Spending on Jihad","",0,1,"",298.0,""
369,"Question about Jihad against enemies","",0,1,"",298.0,""
370,"Contract of the armistice and allegiance","",0,1,"",299.0,""
371,"Contract of Dhimmi","",0,1,"",299.0,""
372,"Agreement to provide security","",0,1,"",299.0,""
373,"Covenant with enemies","",0,1,"",299.0,""
374,"Breach of contract","",0,1,"",299.0,""
375,Alliance,"",0,1,"",299.0,""
376,"The prohibition of harming the people of Dhimmi","",0,1,"",300.0,""
377,"The prohibition of Breach of the security of Dhimmi","",0,1,"",300.0,""
378,"Fulfilling pledges of the people of Dhimmi","",0,1,"",300.0,""
379,"Instructions for the people of Dhimmi","",0,1,"",300.0,""
380,"Reasons for permissible to kill Dhimmi","",0,1,"",300.0,""
381,"Prohibition on killing Dhimmi","",0,1,"",300.0,""
387,"Encouragement to excellence in character","",0,1,"",383.0,""
388,"Praised Manners and acts","",0,1,"",383.0,""
389,"Prohibition on misconduct","",0,1,"",384.0,""
390,"Reprehensible Manners and acts","",0,1,"",384.0,""
391,"Etiquette of asking permission","",0,1,"",385.0,""
392,"Etiquette of Wake-up","",0,1,"",385.0,""
393,"Etiquette of I'tikaf","",0,1,"",385.0,""
394,"Etiquette of Imam and Muqtadi","",0,1,"",385.0,""
395,"Etiquette regarding spitting and nasal mucus","",0,1,"",385.0,""
396,"Etiquette of Sales","",0,1,"",385.0,""
397,"Etiquette of Businessman","",0,1,"",385.0,""
398,"Etiquette for Name and Nicknames","",0,1,"",385.0,""
399,"Etiquette of Condolence","",0,1,"",385.0,""
400,"Etiquette of Compliments","",0,1,"",385.0,""
401,"Etiquettes of Intercourse","",0,1,"",385.0,""
402,"Etiquettes of Hafiz Al-Qur’an","",0,1,"",385.0,""
403,"Etiquettes of the Ruler and the Ruled","",0,1,"",385.0,""
404,"Etiquette for going out","",0,1,"",385.0,""
405,"Etiquette for ٰٰEngagement","",0,1,"",385.0,""
406,"Etiquette of the creditor and the borrower","",0,1,"",385.0,""
407,"Etiquette of Entry in the Market","",0,1,"",385.0,""
408,"Etiquette of Dua (Supplication)","",0,1,"",385.0,""
409,"Etiquette of Zikr (Remembrance)","",0,1,"",385.0,""
410,"Etiquette of Riding","",0,1,"",385.0,""
411,"Etiquette of Dreams","",0,1,"",385.0,""
412,"Etiquette of Visiting","",0,1,"",385.0,""
413,"Etiquette of Traveling","",0,1,"",385.0,""
414,"Etiquette of Salam (Greeting)","",0,1,"",385.0,""
415,"Etiquette of Sadaqah (Charity)","",0,1,"",385.0,""
416,"Etiquette of Hospitality","",0,1,"",385.0,""
417,"Etiquette of Eating and Drinking","",0,1,"",385.0,""
418,"Etiquette of asking for need","",0,1,"",385.0,""
419,"Etiquette of the scholar and the seeker of knowledge","",0,1,"",385.0,""
420,"Etiquette of Sneezing","",0,1,"",385.0,""
421,"Etiquette of Visiting the Sick","",0,1,"",385.0,""
422,"Etiquette of Fatwa","",0,1,"",385.0,""
423,"Etiquette of Qadi (Judge)","",0,1,"",385.0,""
424,"Etiquette of Killing","",0,1,"",385.0,""
425,"Etiquette of Reciting the Quran","",0,1,"",385.0,""
426,"Etiquette of Relieving oneself (Defecating)","",0,1,"",385.0,""
427,"Etiquette of late night Prayer (Tahajjud)","",0,1,"",385.0,""
428,"Etiquette of Earning","",0,1,"",385.0,""
429,"Etiquette of Speaking","",0,1,"",385.0,""
430,"Etiquette of Clothing ","",0,1,"",385.0,""
431,"Etiquette of Meeting","",0,1,"",385.0,""
432,"Etiquette of Gatherings","",0,1,"",385.0,""
433,"Etiquette of Correspondence","",0,1,"",385.0,""
434,"Etiquettes of the Masjid","",0,1,"",385.0,""
435,"Etiquettes of Walking","",0,1,"",385.0,""
436,"Etiquette of secret conversations","",0,1,"",385.0,""
437,"Etiquette of Marriage","",0,1,"",385.0,""
438,"Etiquette of Sleeping","",0,1,"",385.0,""
439,"Etiquette of Standing at Arafah","",0,1,"",385.0,""
440,"Obedience and Disobedience","",0,1,"",386.0,""
441,"The Hearts","",0,1,"",386.0,""
442,"The World","",0,1,"",386.0,""
443,"The Hereafter","",0,1,"",386.0,""
444,"Acts of servants","",0,1,"",386.0,""
458,"The stories of the Prophets","",0,1,"",447.0,""
459,"The Banu Israel","",0,1,"",447.0,""
460,"Some stories of former Nations","",0,1,"",447.0,""
461,"Prohibition of entering the places where punishment fell on the former Nations","",0,1,"",447.0,""
462,"Prohibition to take benefit from the places where the former nation was punished","",0,1,"",447.0,""
463,"Acts the people of the pre-Islamic period","",0,1,"",448.0,""
464,"Followers of the Hanifs in the pre-Islamic period","",0,1,"",448.0,""
465,"Beliefs of the people of the pre-Islamic period","",0,1,"",448.0,""
466,"The lineage of the Prophet ﷺ","",0,1,"",449.0,""
467,"Birth of the Prophet ﷺ","",0,1,"",449.0,""
468,"The Prophet’s Suckling","",0,1,"",449.0,""
469,"The Early Stages of Prophethood","",0,1,"",449.0,""
470,"The Prophecies of Prophet ﷺ","",0,1,"",449.0,""
471,"Life before prophethood","",0,1,"",449.0,""
472,"The prophetic mission","",0,1,"",449.0,""
473,"Makki Life","",0,1,"",449.0,""
474,"Migrate (hijrah)","",0,1,"",449.0,""
475,"Madni Life","",0,1,"",449.0,""
476,"Relatives of the Prophet ﷺ","",0,1,"",449.0,""
477,"Wives of the Prophet ﷺ","",0,1,"",449.0,""
478,"The servant of the Prophet ﷺ","",0,1,"",449.0,""
479,"Serving the Prophet ﷺ","",0,1,"",449.0,""
480,"The scribes of the Prophet ﷺ","",0,1,"",449.0,""
481,"The Virtues and Character of Prophet ﷺ","",0,1,"",449.0,""
482,"Teachings of the Prophet ﷺ in his life","",0,1,"",449.0,""
483,"Names of Prophet ﷺ","",0,1,"",449.0,""
484,"The nickname of Prophet ﷺ","",0,1,"",449.0,""
485,"Miracles of the Prophet ﷺ and evidence of his prophecy","",0,1,"",449.0,""
486,"The unique characteristics of the Prophet ﷺ","",0,1,"",449.0,""
487,"Hold fast to the Sunnah of the Khulafa-e-Rashideen","",0,1,"",450.0,""
488,"The Khulafa-e-Rashideen are mentioned in Previous Divine Books","",0,1,"",450.0,""
489,"Caliphate period of Abu Bakr ﵁","",0,1,"",450.0,""
490,"Caliphate period of Umar ﵁","",0,1,"",450.0,""
491,"Caliphate period of Uthman ﵁","",0,1,"",450.0,""
492,"Caliphate period of Ali ﵁","",0,1,"",450.0,""
493,"Ibn al-Zubayr initiated the rebuilding of the Kaaba","",0,1,"",451.0,""
494,"Muawiyah bin Abi Sufyan ﵁ took over the caliphate","",0,1,"",452.0,""
495,"Muawiyah ﵁ appointed Marwan as the governor of Hijaz","",0,1,"",452.0,""
496,"Muawiyah ﵁ took allegiance to his son Yazid","",0,1,"",452.0,""
497,"The battle of the Harrah (Days of intense darkness)","",0,1,"",453.0,""
498,"Virtues of the prophets ﵈","",0,1,"",455.0,""
499,"Virtues of Angels","",0,1,"",455.0,""
500,"Virtues of the Companions ﵃","",0,1,"",455.0,""
501,"Virtues of Tabi‘in","",0,1,"",455.0,""
502,"The virtue of following the Tabi‘in","",0,1,"",455.0,""
503,"The virtue of believing in the Prophet without seeing him","",0,1,"",455.0,""
504,"The virtues of noble women","",0,1,"",455.0,""
505,"The Virtues of righteous people's","",0,1,"",455.0,""
506,"Virtues of Muslims","",0,1,"",455.0,""
507,"Virtues of Races and Tribes","",0,1,"",455.0,""
508,"Virtues of time and month","",0,1,"",455.0,""
509,"Virtues of animals and birds","",0,1,"",455.0,""
510,"The virtues of places and countries","",0,1,"",455.0,""
511,"The virtues of rivers and mountains","",0,1,"",455.0,""
512,"Faults and Misfortunes of Men","",0,1,"",457.0,""
513,"Faults and Misfortunes of previous nations","",0,1,"",457.0,""
514,"Faults and Misfortunes of places and countries","",0,1,"",457.0,""
515,"Faults and Misfortunes of Races and Tribes","",0,1,"",457.0,""
537,"The virtue of knowledge","",0,1,"",517.0,""
538,"The virtue of the scholars","",0,1,"",517.0,""
539,"The Virtue of seeking knowledge","",0,1,"",517.0,""
540,"Virtues of meeting to practice knowledge","",0,1,"",517.0,""
541,"The Order to seek knowledge","",0,1,"",517.0,""
542,"Seeking knowledge is an obligation","",0,1,"",517.0,""
543,"The virtue of understanding of Deen","",0,1,"",517.0,""
544,"What has been related about the scholar of Madinah","",0,1,"",517.0,""
545,"Etiquette of the scholar","",0,1,"",518.0,""
546,"Etiquette of the Seeker of knowledge","",0,1,"",518.0,""
547,"What has been related about the writing of knowledge","",0,1,"",519.0,""
548,"The writer put the pen to his ear","",0,1,"",519.0,""
549,"Ijtihad of the Prophet ﷺ","",0,1,"",520.0,""
550,"Ijtihad of the scholar","",0,1,"",520.0,""
551,"The difference in scholarly opinion in their Ijtihad","",0,1,"",520.0,""
552,"How the knowledge will be taken away","",0,1,"",521.0,""
553,"Usool al-Fiqh (Principles of Islamic jurisprudence)","",0,1,"",522.0,""
554,"Knowledge has three categories","",0,1,"",522.0,""
555,"Knowledge of hadith","",0,1,"",522.0,""
556,"Seeking knowledge for other than (the sake of) Allah","",0,1,"",523.0,""
557,"The Misguiding Nations","",0,1,"",523.0,""
558,"Scholars are flattering of their rulers.","",0,1,"",523.0,""
559,"Evil and misguided scholars","",0,1,"",523.0,""
560,"The most hateful scholar to Allah","",0,1,"",523.0,""
561,"People will accept ignorant people as leaders","",0,1,"",523.0,""
562,"Rejection of knowledge","",0,1,"",523.0,""
563,"Troubling question","",0,1,"",523.0,""
564,"Following the mistakes and slips of scholars","",0,1,"",523.0,""
565,"The prohibition of seeking knowledge to show off to scholars","",0,1,"",523.0,""
566,"The prohibition of seeking knowledge to argue with the foolish","",0,1,"",523.0,""
567,"The prohibition of seeking knowledge to attract people's attention in a gathering","",0,1,"",523.0,""
568,"Seeking knowledge to get the worldly advantage","",0,1,"",523.0,""
569,"Acquiring knowledge in Astrology","",0,1,"",524.0,""
570,"The prohibition of discussion of thorny questions","",0,1,"",524.0,""
571,"Learning forbidden singing and music","",0,1,"",524.0,""
572,Business,"",0,1,"",525.0,""
573,Agriculture,"",0,1,"",525.0,""
574,"Hijamah (cupping therapy)","",0,1,"",525.0,""
575,Butchery,"",0,1,"",525.0,""
576,Goldsmiths,"",0,1,"",525.0,""
577,Carpentry,"",0,1,"",525.0,""
578,Hunting,"",0,1,"",525.0,""
579,Drawing,"",0,1,"",525.0,""
580,Grazing,"",0,1,"",525.0,""
581,"Qa’if (Lineage determined by signs)","",0,1,"",525.0,""
582,Sewing,"",0,1,"",525.0,""
583,Shaving,"",0,1,"",525.0,""
584,Woodcutter,"",0,1,"",525.0,""
585,"Al Arafah (representative)","",0,1,"",525.0,""
586,Guarding,"",0,1,"",525.0,""
587,"Making Money","",0,1,"",525.0,""
588,"Patient regulations","",0,1,"",526.0,""
589,"Types of disease","",0,1,"",526.0,""
590,"Visiting the Sick","",0,1,"",526.0,""
591,"The doctor","",0,1,"",526.0,""
592,Medication,"",0,1,"",526.0,""
593,Infection,"",0,1,"",526.0,""
594,Healing,"",0,1,"",526.0,""
595,Exercise,"",0,1,"",526.0,""
596,"The number of months of the year","",0,1,"",527.0,""
597,"The number of days of the month","",0,1,"",527.0,""
598,"Sacred Months","",0,1,"",527.0,""
599,"Confirmation of the month by seeing the moon","",0,1,"",527.0,""
600,"The month becomes full","",0,1,"",527.0,""
601,"During the age of the Prophet time returned to its original state as created by Allah","",0,1,"",527.0,""
602,"The names of the months","",0,1,"",527.0,""
603,"People of the Age of Ignorance changed the name of the month","",0,1,"",527.0,""
604,"Memorizing historical facts","",0,1,"",528.0,""
605,"Describing historical facts","",0,1,"",528.0,""
606,"Learning Genealogy","",0,1,"",529.0,""
607,"The dream of the prophets","",0,1,"",530.0,""
608,"Dream of righteous peoples","",0,1,"",530.0,""
609,"Bad dream","",0,1,"",530.0,""
610,"Types of dreams","",0,1,"",530.0,""
611,"Interpretation of Dreams","",0,1,"",530.0,""
612,"Times of Dream","",0,1,"",530.0,""
613,"Etiquette of dreams","",0,1,"",530.0,""
614,Sky,"",0,1,"",531.0,""
615,Earth,"",0,1,"",531.0,""
616,Wind,"",0,1,"",531.0,""
617,Sun,"",0,1,"",531.0,""
618,Moon,"",0,1,"",531.0,""
619,Rain,"",0,1,"",531.0,""
620,Stars,"",0,1,"",531.0,""
621,Thunder,"",0,1,"",531.0,""
622,Meteoroid,"",0,1,"",531.0,""
623,Mountains,"",0,1,"",531.0,""
624,Clouds,"",0,1,"",531.0,""
625,Water,"",0,1,"",531.0,""
626,Night,"",0,1,"",531.0,""
627,Day,"",0,1,"",531.0,""
628,Rivers,"",0,1,"",531.0,""
629,Animal,"",0,1,"",532.0,""
630,Bird,"",0,1,"",532.0,""
631,Insects,"",0,1,"",532.0,""
632,Plant,"",0,1,"",532.0,""
633,"Scientific miracles in applied knowledge","",0,1,"",535.0,""
634,"Scientific miracles in human knowledge","",0,1,"",535.0,""
635,"Examples related to Aqeedah","",0,1,"",536.0,""
636,"Examples related to Worship","",0,1,"",536.0,""
637,"Examples related to Mu'amalat (dealings)","",0,1,"",536.0,""
638,"Examples related to Zuhd (asceticism) and Ar-Riqaq (soft-hearted)","",0,1,"",536.0,""
639,"Examples related to knowledge of the Quran","",0,1,"",536.0,""
640,"Examples related to virtues","",0,1,"",536.0,""
